1stworld,amy,Polycom,SPIP_500,2.1.2.0078,192.168.1.145,69.124.153.1
1stworld,sue,Polycom,SPIP_500,2.1.2.0078,192.168.1.100,108.160.206.151
1tech,john,Polycom,SPIP_501,3.1.7.0134,192.168.1.195,24.176.96.137
2000soft,bahar,Polycom,SPIP_330,3.2.5.0540,192.168.1.120,66.93.146.34
2000soft,cassandra,Polycom,SPIP_450,3.2.5.0540,192.168.1.116,66.93.146.34
2000soft,cassandra,Polycom,SPIP_501,3.1.6.0017,192.168.1.119,66.93.146.34
2000soft,cat,Polycom,SPIP_501,3.1.7.0134,192.168.1.114,66.93.146.34
2000soft,claudia,Polycom,SPIP_330,3.2.5.0540,71.105.193.249,none
2000soft,karen,Polycom,SPIP_501,3.1.6.0017,192.168.1.105,66.93.146.34
2000soft,karen,Polycom,SPIP_501,3.1.6.0017,99.108.12.131,none
2000soft,khiem,Polycom,SPIP_330,3.2.5.0540,192.168.100.138,68.7.198.38
2000soft,khiem,Polycom,SPIP_330,3.2.5.0540,72.220.118.106,none
2003escdearborn,jtwhitelow,Cisco SPA,SPA303,7.4.9a,10.1.10.61,173.167.165.150
2003escdearborn,rachel,Cisco SPA,SPA303,7.4.9c,192.168.1.81,99.142.72.226
2003escdearborn,tmpowers,Cisco SPA,SPA303,7.4.9a,10.1.10.14,173.167.181.38
2003escdearborn,wdmalone,Cisco SPA,SPA303,7.4.9a,192.168.1.2,108.68.170.123
2020llc,2032,Polycom,SPIP_550,3.2.5.0540,172.25.181.123,174.79.189.99
2020llc,2033,Polycom,SPIP_550,3.2.5.0540,172.25.181.103,174.79.189.99
2020llc,2034,Polycom,SPIP_550,3.2.5.0540,172.25.181.101,174.79.189.99
2020llc,2035,Polycom,SPIP_550,3.2.5.0540,192.168.1.100,65.184.196.204
20x200,samantha,Polycom,SPIP_335,3.2.5.0540,74.113.160.194,none
20x200,sarah,Polycom,SPIP_321,3.2.5.0540,74.113.160.194,none
20x200,teuton,Polycom,SPIP_321,3.2.5.0508,192.168.1.39,71.167.247.125
237lawoffice,alba,Polycom,SPIP_601,3.1.6.0017,192.168.0.23,71.190.70.248
237lawoffice,jill,Polycom,SPIP_601,3.1.6.0017,192.168.0.93,71.190.70.248
237lawoffice,jorge,Polycom,SPIP_601,3.1.6.0017,192.168.0.37,71.190.70.248
237lawoffice,neal,Polycom,SPIP_601,3.1.6.0017,192.168.0.9,71.190.70.248
237lawoffice,ramona,Polycom,SPIP_601,3.1.6.0017,192.168.0.94,71.190.70.248
237lawoffice,sharpfax,Linksys,SPA2102,5.1.1,192.168.0.10,71.190.70.248
2399,himal99,Polycom,SPIP_450,3.2.5.0540,10.1.10.161,70.88.100.206
2399,himal99,Polycom,SPIP_450,3.2.5.0540,10.1.10.39,70.88.100.206
2399,neil99,Polycom,SPIP_450,3.2.5.0540,10.1.10.42,70.88.100.206
2dobx,beth,Polycom,SPIP_560,3.2.5.0508,68.115.177.10,none
2dobx,clients,Polycom,SPIP_560,3.2.5.0540,68.115.177.10,none
2dobx,donna,Polycom,SPIP_560,3.2.5.0508,68.115.177.10,none
2dobx,doretha,Polycom,SPIP_560,3.2.5.0540,68.115.177.10,none
2dobx,sid,Polycom,SPIP_560,3.2.5.0540,68.115.177.10,none
2dobx,stephanie,Polycom,SPIP_560,3.2.5.0508,68.115.177.10,none
2dobx,therapist,Polycom,SPIP_560,3.2.5.0540,68.115.177.10,none
2ndsolutions,stevea,Polycom,SPIP_550,3.2.5.0540,108.20.137.51,none
2ndsolutions,user1,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user10,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user11,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user12,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user13,Polycom,SPIP_550,3.2.5.0540,75.150.60.73,none
2ndsolutions,user14,Polycom,SPIP_550,3.2.5.0540,75.150.60.73,none
2ndsolutions,user16,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user18,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user2,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user3,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user4,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user5,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user6,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user7,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user8,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
2ndsolutions,user9,Polycom,SPIP_550,3.2.5.0540,75.150.60.75,none
336492,angelique,Cisco SPA,SPA303,7.4.9a,192.168.1.66,108.70.134.31
336492,donny,Cisco SPA,SPA303,7.4.9a,192.168.1.65,108.70.134.31
336492,kristin,Cisco SPA,SPA303,7.4.9a,192.168.1.68,108.70.134.31
336492,taylor,Cisco SPA,SPA303,7.4.9a,192.168.1.67,108.70.134.31
336492,tyler,Cisco SPA,SPA303,7.4.9c,192.168.1.69,108.70.134.31
3d_interactiv,arod,Polycom,SPIP_335,3.2.5.0540,10.90.0.68,74.62.205.66
3d_interactiv,receptionist,Polycom,SPIP_550,3.2.5.0540,10.90.0.53,74.62.205.66
3d_interactiv,sales1,Polycom,SPIP_550,3.2.5.0540,10.90.0.47,74.62.205.66
3d_interactiv,sales2,Polycom,SPIP_335,3.2.5.0540,10.90.0.42,74.62.205.66
3dbackground,david,Linksys,SPA2102,5.1.1,68.101.81.80,none
3dbackground,debbie,Linksys,SPA2102,5.1.1,192.168.0.100,24.250.160.73
3dgames,emre,Polycom,SPIP_501,3.1.6.0017,69.108.93.116,none
4114,anto,Aastra,Aastra 57iCT,2.6.0.66,173.11.89.74,173.11.89.74
4114,johng,Polycom,SPIP_331,3.2.5.0540,10.10.30.24,173.11.89.74
4114,jon,Aastra,Aastra 57iCT,2.6.0.66,173.11.89.74,173.11.89.74
4114,marge,Cisco SPA,SPA504G,7.4.9a,10.10.30.14,173.11.89.74
4114,sara,Cisco SPA,SPA504G,7.4.9a,10.10.30.10,173.11.89.74
4114,wyatt,Cisco SPA,SPA504G,7.4.9a,10.10.30.22,173.11.89.74
41144114,frontdesk1,Cisco SPA,SPA504G,7.4.9a,192.168.1.124,98.234.16.24
41144114,frontdesk2,Cisco SPA,SPA504G,7.4.9a,192.168.1.110,98.234.16.24
41144114,office,Cisco SPA,SPA504G,7.4.9a,192.168.1.100,98.234.16.24
41144114,work,Cisco SPA,SPA504G,7.4.9a,192.168.1.138,98.234.16.24
4choldings,scottcary,Cisco SPA,SPA303,7.4.7,192.168.1.71,68.94.217.232
4estrategy,corey,Polycom,SPIP_430,2.1.2.0078,192.168.2.2,98.191.205.169
4estrategy,jarrett,Polycom,SPIP_430,2.1.2.0078,192.168.2.8,98.191.205.169
4estrategy,lbarclay,Polycom,SPIP_430,3.2.5.0540,192.168.2.44,98.191.205.169
4estrategy,lindsey,Polycom,SPIP_430,3.2.5.0540,192.168.2.6,98.191.205.169
4estrategy,tim,Polycom,SPIP_430,2.1.2.0078,192.168.2.4,98.191.205.169
4estrategy,tyler,Polycom,SPIP_430,2.1.2.0078,71.38.234.65,none
4estrategy,walter,Polycom,SPIP_430,3.2.5.0540,192.168.2.11,98.191.205.169
4johnlynch,brookhill,Polycom,SPIP_331,3.2.5.0540,192.168.1.97,98.95.134.115
4johnlynch,jlynch,Polycom,SPIP_450,3.2.5.0540,10.0.0.2,96.18.77.159
4johnlynch,panderson,Polycom,SPIP_450,3.2.5.0540,10.0.0.8,96.18.77.159
58vetteman,andrea,Polycom,SPIP_501,2.1.3.0028,10.1.10.128,69.140.217.137
58vetteman,donna,Polycom,SPIP_501,2.1.3.0028,10.1.10.61,69.140.217.137
58vetteman,john,Polycom,SPIP_501,3.1.7.0134,10.1.10.90,69.140.217.137
6023,user1,Cisco SPA,SPA303,7.4.9a,192.168.1.103,96.10.246.108
6023,user2,Cisco SPA,SPA303,7.4.9a,192.168.1.104,96.10.246.108
6023,user3,Cisco SPA,SPA303,7.4.9a,192.168.1.102,96.10.246.108
6023,user4,Cisco SPA,SPA303,7.4.9a,192.168.1.105,96.10.246.108
75trading,gvarney,Bria,,,98.226.8.116,none
75trading,gvarney,Cisco SPA,SPA303,7.4.9a,98.226.8.116,none
800waterdamage,crystal,Polycom,SPIP_330,3.2.5.0540,192.168.1.123,24.170.252.253
818sports,alan,Polycom,SPIP_330,3.2.2.0477,10.0.0.213,99.166.125.206
818sports,bill,Polycom,SPIP_330,3.2.2.0477,10.0.0.210,99.166.125.206
818sports,jay,Polycom,SPIP_330,3.2.5.0540,10.0.0.215,99.166.125.206
818sports,michael,Polycom,SPIP_330,3.2.5.0540,10.0.0.211,99.166.125.206
818sports,usera,Polycom,SPIP_330,3.2.5.0540,10.0.0.214,99.166.125.206
8675,jason,Polycom,SPIP_450,3.2.5.0540,192.168.1.103,173.9.17.125
8675,kdelaney,Polycom,SPIP_450,3.2.5.0540,192.168.1.107,173.9.17.125
8675,mlacey,Polycom,SPIP_450,3.2.5.0540,192.168.1.104,173.9.17.125
8888001244,bills,Cisco SPA,SPA303,7.4.9a,64.105.98.4,none
8888001244,peyton,Cisco SPA,SPA303,7.4.9a,64.105.98.2,none
9017630098,mrubenstein,Cisco SPA,SPA504G,7.4.9a,174.50.38.190,none
9017630098,phannah,Cisco SPA,SPA504G,7.4.9a,192.168.1.68,99.109.163.48
9017630098,rkatz,Cisco SPA,SPA504G,7.4.9a,99.109.163.48,none
a040840,fremont,Polycom,SPIP_650,3.2.5.0540,192.168.0.108,99.75.72.73
a040840,fremont,Polycom,SPIP_650,3.2.5.0540,192.168.0.108,99.75.72.73
a040840,fremont,X-Lite,,,192.168.0.108,99.75.72.73
a040840,misskym,X-Lite,,,192.168.0.108,99.75.72.73
a040840,misskym,X-Lite,,,192.168.1.100,72.240.215.204
a040840,portclinton,Polycom,SPIP_500,2.1.2.0078,192.168.1.146,65.43.193.58
a040840,portclinton,Polycom,SPIP_650,3.2.5.0540,192.168.1.138,65.43.193.58
a040840,portclinton,X-Lite,,,192.168.1.141,65.43.193.58
a1limo,alex,Polycom,SPIP_650,3.2.5.0540,192.168.0.128,71.163.237.31
a4test100,usera,Polycom,SPIP_550,3.2.5.0540,10.16.1.60,207.87.62.242
a4test100,userc,Polycom,SPIP_550,3.2.5.0540,10.16.1.60,207.87.62.242
aaaauto,conference,Polycom,SPIP_501,3.1.6.0017,10.1.10.20,173.165.7.30
aaaauto,dora,Polycom,SPIP_601,3.1.6.0017,10.1.10.16,173.165.7.30
aaaauto,inga,Polycom,SPIP_501,3.1.6.0017,10.1.10.13,173.165.7.30
aaaauto,linas,Polycom,SPIP_501,3.1.6.0017,10.1.10.28,173.165.7.30
aaaauto,mohammed,Polycom,SPIP_501,3.1.6.0017,10.1.10.14,173.165.7.30
aaaauto,vitalijus,Polycom,SPIP_501,3.1.6.0017,10.1.10.11,173.165.7.30
aaei,cenyart,Cisco SPA,SPA504G,7.4.9a,192.168.100.52,74.96.9.107
aaei,dpotts,Cisco SPA,SPA504G,7.4.9a,192.168.100.53,74.96.9.107
aaei,intern2,Cisco SPA,SPA504G,7.4.9a,192.168.100.68,74.96.9.107
aaei,mmeasel,Cisco SPA,SPA504G,7.4.9a,192.168.100.67,74.96.9.107
aaei,mmontgomery,Cisco SPA,SPA504G,7.4.9a,192.168.100.75,74.96.9.107
aaei,mrowden,Cisco SPA,SPA504G,7.4.9a,192.168.1.2,71.191.208.249
aaei,mrowden,Cisco SPA,SPA504G,7.4.9a,192.168.100.63,74.96.9.107
aamira,charronne,Cisco SPA,SPA303,7.4.9a,192.168.0.7,68.34.26.33
aamira,mary,Cisco SPA,SPA303,7.4.9a,192.168.0.6,68.34.26.33
aamira,seth,Cisco SPA,SPA303,7.4.9a,192.168.0.5,68.34.26.33
aamira,vicki,Cisco SPA,SPA303,7.4.9a,192.168.0.4,68.34.26.33
aandisolutions,croom,Polycom,SPIP_550,3.2.5.0540,192.168.25.104,75.149.98.62
aandisolutions,fax,Linksys,SPA2102,5.1.1,192.168.25.100,75.149.98.62
aandisolutions,mleofsky,Polycom,SPIP_550,3.2.5.0540,192.168.25.145,75.149.98.62
aandisolutions,mmaddox,Polycom,SPIP_550,3.2.5.0540,192.168.25.111,75.149.98.62
aandisolutions,ptheodore,Polycom,SPIP_550,3.2.5.0540,192.168.25.120,75.149.98.62
aarc,brian,Polycom,SPIP_450,3.2.5.0540,172.16.222.215,98.201.182.62
aarc,frank,Polycom,SPIP_450,3.2.5.0540,192.168.168.144,173.52.163.149
aarc,michael,Polycom,SPIP_450,3.2.5.0540,192.168.168.192,173.52.163.149
aarc,raymond,Polycom,SPIP_450,3.2.5.0540,192.168.168.62,173.52.163.149
aarc,shastri,Polycom,SPIP_450,3.2.5.0540,192.168.168.65,173.52.163.149
aarontrading,ghindson,Polycom,SPIP_501,3.1.6.0017,192.168.1.100,174.59.106.48
aarontrading,pskarp,Polycom,SPIP_550,3.2.5.0540,192.168.1.100,97.101.0.191
aasorg,bethany_johns,Polycom,SPIP_335,3.2.5.0540,192.168.0.113,173.10.157.241
aasorg,conference,Polycom,SSIP_6000,3.2.5.0540,192.168.0.81,173.10.157.241
aasorg,crystal_tinch,Polycom,SPIP_335,3.2.5.0540,192.168.0.115,173.10.157.241
aasorg,debbie_kovalsky,Polycom,SPIP_430,3.2.5.0540,192.168.0.110,173.10.157.241
aasorg,deyonna_roberts,Polycom,SPIP_335,3.2.5.0540,192.168.0.103,173.10.157.241
aasorg,faye_peterson,Polycom,SPIP_335,3.2.5.0540,192.168.0.109,173.10.157.241
aasorg,jerry_lin,Polycom,SPIP_335,3.2.5.0540,192.168.0.107,173.10.157.241
aasorg,judy_johnson,Polycom,SPIP_335,3.2.5.0540,192.168.0.104,173.10.157.241
aasorg,kelly_clark,Polycom,SPIP_335,3.2.5.0540,192.168.0.105,173.10.157.241
aasorg,kevin_marvel,Polycom,SPIP_335,3.2.5.0540,192.168.0.114,173.10.157.241
aasorg,kim_earle,Polycom,SPIP_335,3.2.5.0540,192.168.0.111,173.10.157.241
aasorg,lisa_idem,Polycom,SPIP_335,3.2.5.0540,192.168.0.126,173.10.157.241
aasorg,mary_moyo,Polycom,SPIP_335,3.2.5.0540,192.168.0.106,173.10.157.241
aasorg,megan_feeley,Polycom,SPIP_335,3.2.5.0540,192.168.0.117,173.10.157.241
aasorg,scott_idem,Polycom,SPIP_335,3.2.5.0540,192.168.0.108,173.10.157.241
aasorg,tracy_beale,Polycom,SPIP_601,3.1.6.0017,192.168.0.101,173.10.157.241
aasorg,tracy_rowe,Polycom,SPIP_601,3.1.6.0017,192.168.0.112,173.10.157.241
abacatech,aliu,Cisco SPA,SPA303,7.4.9a,10.50.4.157,209.165.196.12
abacatech,amorris,Cisco SPA,SPA504G,7.4.9a,10.50.4.51,209.165.196.12
abacatech,asmirnov,Cisco SPA,SPA303,7.4.9a,10.50.4.93,209.165.196.12
abacatech,blee,Cisco SPA,SPA303,7.4.9a,10.50.4.107,209.165.196.12
abacatech,chsieh,Cisco SPA,SPA504G,7.4.9a,10.50.4.128,209.165.196.12
abacatech,conferencejupiter,Polycom,SSIP_5000,3.2.5.0540,10.50.4.58,209.165.196.12
abacatech,conferencemars,Polycom,SSIP_5000,3.2.5.0540,10.50.4.133,209.165.196.12
abacatech,dfuchs,Cisco SPA,SPA303,7.4.9a,10.50.4.156,209.165.196.12
abacatech,ebrown,Telephone,,,192.168.1.164,71.198.220.4
abacatech,fpeel,Cisco SPA,SPA303,7.4.9a,10.50.4.76,209.165.196.12
abacatech,jjefferies,Cisco SPA,SPA504G,7.4.9a,10.50.4.104,209.165.196.12
abacatech,kalmond,Cisco SPA,SPA303,7.4.9a,10.50.4.163,209.165.196.12
abacatech,lobbyphone,Cisco SPA,SPA504G,7.4.9a,172.16.2.1,63.201.144.200
abacatech,mainfax,Linksys,SPA2102,5.1.1,10.50.2.42,209.165.196.12
abacatech,mjassar,Cisco SPA,SPA504G,7.4.9a,10.50.4.59,209.165.196.12
abacatech,mroach,Cisco SPA,SPA504G,7.4.9a,10.50.4.121,209.165.196.12
abacatech,qthi,Cisco SPA,SPA303,7.4.9a,10.50.4.63,209.165.196.12
abacatech,sdeshmukh,Cisco SPA,SPA303,7.4.9a,10.50.4.103,209.165.196.12
abacatech,tlynam,Cisco SPA,SPA504G,7.4.9a,10.50.4.125,209.165.196.12
abacatech,vgopal,Cisco SPA,SPA303,7.4.9a,10.50.4.130,209.165.196.12
abacatech,vnguyen,Cisco SPA,SPA303,7.4.9a,10.50.4.96,209.165.196.12
abacus,laurabelzer,Aastra,Aastra 35iCT,2.1.0.2145,192.168.1.100,24.130.27.1
abator,user1,Polycom,SPIP_330,2.1.2.0049,10.0.1.180,173.75.137.119
abator,user2,Polycom,SPIP_330,3.2.2.0477,10.0.1.212,173.75.137.119
abator,user3,Polycom,SPIP_330,3.2.5.0540,10.0.1.175,173.75.137.119
abba5,carmen,Polycom,SPIP_550,3.2.5.0540,172.16.0.136,173.3.192.157
abba5,chana,Polycom,SPIP_550,3.2.5.0540,172.16.0.146,173.3.192.157
abba5,david,Polycom,SPIP_321,3.2.5.0540,172.16.0.143,173.3.192.157
abba5,emily,Polycom,SPIP_650,3.2.5.0540,172.16.0.139,173.3.192.157
abba5,isreal,Polycom,SPIP_330,3.2.5.0540,172.16.0.138,173.3.192.157
abba5,judy,Polycom,SPIP_330,3.2.5.0540,172.16.0.135,173.3.192.157
abba5,kushkush,Polycom,SPIP_321,3.2.5.0540,108.58.231.58,none
abba5,levi,Polycom,SPIP_330,3.2.5.0540,172.16.0.132,173.3.192.157
abba5,mendel,Polycom,SPIP_650,3.2.5.0540,172.16.0.147,173.3.192.157
abba5,mendya,Polycom,SPIP_330,3.2.5.0540,172.16.0.137,173.3.192.157
abba5,mersedeh,Polycom,SPIP_330,3.2.5.0540,172.16.0.134,173.3.192.157
abba5,mike,Polycom,SPIP_330,3.2.5.0540,108.58.231.58,none
abba5,mikey,Polycom,SPIP_321,3.2.5.0540,108.58.231.58,none
abba5,noah,Polycom,SPIP_330,3.2.5.0540,108.58.231.58,none
abba5,secretaryb,Polycom,SPIP_650,3.2.5.0540,108.58.231.58,none
abba5,sheina,Polycom,SPIP_330,3.2.5.0540,172.16.0.145,173.3.192.157
abba5,walter,Polycom,SPIP_330,3.2.5.0540,108.58.231.58,none
abbrey,breakroom,Cisco SPA,SPA504G,7.4.9a,192.168.1.110,70.62.154.82
abbrey,brianurbanski,Cisco SPA,SPA504G,7.4.9a,192.168.1.104,70.62.154.82
abbrey,brianurbanski2,Cisco SPA,SPA504G,7.4.9a,192.168.1.106,70.62.154.82
abbrey,receptionarea,Cisco SPA,SPA504G,7.4.9a,192.168.1.108,70.62.154.82
abbrey,viviankusinni,Cisco SPA,SPA504G,7.4.9a,192.168.1.103,70.62.154.82
aberdeen,cynthiarogers,Cisco SPA,SPA303,7.4.9a,10.1.10.17,174.61.90.248
aberdeen,cynthiarogers,Cisco SPA,SPA303,7.4.9a,10.1.10.20,174.61.90.248
aberdeen,faxmachine,Linksys,SPA2102,5.1.1,10.1.10.15,174.61.90.248
aberdeen,saragarofalo,Cisco SPA,SPA303,7.4.9a,10.1.10.18,174.61.90.248
aberdeen,saragarofalo,Cisco SPA,SPA303,7.4.9a,10.1.10.23,174.61.90.248
aberdeen,sarahhunt,Cisco SPA,SPA303,7.4.9a,10.1.10.19,174.61.90.248
abreulaw,bgabreu,Polycom,SPIP_450,3.2.5.0540,192.168.1.81,173.9.171.113
abreulaw,conf,Polycom,SPIP_321,3.2.5.0540,192.168.1.87,173.9.171.113
abreulaw,gmurphree,Polycom,SPIP_331,3.2.5.0540,192.168.1.30,173.9.171.113
abreulaw,mcano,Polycom,SPIP_450,3.2.5.0540,192.168.1.84,173.9.171.113
abrighterfuture,agant,Polycom,SPIP_331,3.2.5.0540,172.17.16.23,24.106.170.130
abrighterfuture,dme,Polycom,SPIP_331,3.2.5.0508,172.17.16.19,24.106.170.130
abrighterfuture,fcollier,Polycom,SPIP_331,3.2.5.0508,172.17.16.13,24.106.170.130
abrighterfuture,home,Polycom,SPIP_330,3.2.5.0540,65.41.164.138,none
abrighterfuture,nwamsley,Polycom,SPIP_331,3.2.5.0540,172.17.16.20,24.106.170.130
abrighterfuture,receptionist,Polycom,SPIP_331,3.2.5.0540,172.17.16.24,24.106.170.130
abrighterfuture,receptionist2,Polycom,SPIP_331,3.2.5.0540,172.17.16.21,24.106.170.130
abrighterfuture,shewett,Polycom,SPIP_331,3.2.5.0540,172.17.16.14,24.106.170.130
abrighterfuture,tgant,Polycom,SPIP_330,3.2.5.0540,172.17.16.12,24.106.170.130
abrighterfuture,timsatellite,Polycom,SPIP_331,3.2.5.0540,192.168.2.101,98.24.219.176
abrighterfuture,yungo,Polycom,SPIP_331,3.2.5.0540,172.17.16.16,24.106.170.130
absi,eddie,Polycom,SPIP_330,3.2.5.0540,192.168.15.101,98.88.113.219
absi,larry,Polycom,SPIP_330,3.2.5.0540,192.168.1.100,71.30.231.249
accelerated,bansweeney,Cisco SPA,SPA525G,7.4.9a,24.103.201.117,none
accelerated,bcovert,Cisco SPA,SPA504G,7.4.9a,24.103.201.117,none
accelerated,ccapitano,Cisco SPA,SPA504G,7.4.9a,24.103.201.117,none
accelerated,jcollopy,Cisco SPA,SPA504G,7.4.9a,24.103.201.117,none
accelerated,jguido,Cisco SPA,SPA504G,7.4.9a,24.103.201.117,none
accelerated,jhageman,Cisco SPA,SPA504G,7.4.9a,192.168.1.114,24.103.201.117
accelerated,mmcknight,Cisco SPA,SPA504G,7.4.9a,24.103.201.117,none
accelerated,mschuckhardt,Cisco SPA,SPA504G,7.4.9a,192.168.1.118,24.103.201.117
accelerated,mvansweeney,Cisco SPA,SPA504G,7.4.9a,24.103.201.117,none
accelerated,nross1982,Cisco SPA,SPA504G,7.4.9a,192.168.1.108,24.103.201.117
